4.25,3.701,4.25,3.701,-3.75,-4.299,7.25,6.701,70.2721,-18.0,-18.0,-3.75,-4.299
4.4675,3.924,5.1403,5.3612,-2.187,-1.2015,7.25,6.701,53.9329,-16.695,-16.6621,-2.8597,-2.6388
4.6563,4.1026,5.2795,5.4778,-2.8129,-2.632,7.25,6.701,47.3175,-15.5621,-15.5902,-2.7205,-2.5222
4.8401,4.2848,5.5028,5.6925,-2.3952,-2.2431,7.25,6.701,40.717,-14.4596,-14.4969,-2.4972,-2.3075
5.0086,4.4522,5.6806,5.8458,-2.2737,-2.2033,7.25,6.701,35.2521,-13.4483,-13.4925,-2.3194,-2.1542
5.1658,4.6092,5.8489,5.9951,-2.0991,-2.0504,7.25,6.701,30.4813,-12.505,-12.5508,-2.1511,-2.0049
5.3119,4.7552,6.0028,6.1317,-1.9494,-1.9248,7.25,6.701,26.3668,-11.6287,-11.6747,-1.9972,-1.8683
5.4477,4.8912,6.1454,6.2595,-1.807,-1.799,7.25,6.701,22.8057,-10.814,-10.8587,-1.8546,-1.7405
5.5739,5.0178,6.2774,6.3787,-1.6757,-1.6812,7.25,6.701,19.7258,-10.0568,-10.0993,-1.7226,-1.6213
5.6912,5.1356,6.3999,6.4899,-1.5541,-1.5699,7.25,6.701,17.0616,-9.3528,-9.3924,-1.6001,-1.5101
5.8003,5.2452,6.5134,6.5936,-1.4415,-1.4653,7.25,6.701,14.7571,-8.6984,-8.7347,-1.4866,-1.4064
5.9017,5.3472,6.6188,6.6903,-1.3375,-1.367,7.25,6.701,12.7637,-8.09,-8.1227,-1.3812,-1.3097
5.9959,5.4421,6.7167,6.7805,-1.2412,-1.2749,7.25,6.701,11.0395,-7.5244,-7.5533,-1.2833,-1.2195
6.0836,5.5304,6.8075,6.8646,-1.1521,-1.1886,7.25,6.701,9.5481,-6.9984,-7.0236,-1.1925,-1.1354
6.1651,5.6125,6.8918,6.9429,-1.0696,-1.1079,7.25,6.701,8.2582,-6.5094,-6.5309,-1.1082,-1.0571
6.2409,5.6889,6.9701,7.0159,-0.9932,-1.0324,7.25,6.701,7.1424,-6.0547,-6.0726,-1.0299,-0.9841
6.3114,5.7599,7.0429,7.084,-0.9224,-0.9618,7.25,6.701,6.1774,-5.6318,-5.6463,-0.9571,-0.916
6.3769,5.826,7.1104,7.1473,-0.8568,-0.8958,7.25,6.701,5.3427,-5.2385,-5.2498,-0.8896,-0.8527
6.4379,5.8875,7.1732,7.2063,-0.7959,-0.8343,7.25,6.701,4.6208,-4.8728,-4.881,-0.8268,-0.7937
6.4945,5.9446,7.2315,7.2613,-0.7395,-0.7768,7.25,6.701,3.9964,-4.5327,-4.5381,-0.7685,-0.7387
6.5473,5.9978,7.2857,7.3125,-0.6872,-0.7232,7.25,6.701,3.4564,-4.2164,-4.2192,-0.7143,-0.6875
6.5963,6.0472,7.3361,7.3601,-0.6386,-0.6731,7.25,6.701,2.9893,-3.9222,-3.9227,-0.6639,-0.6399
6.6419,6.0931,7.3829,7.4045,-0.5935,-0.6265,7.25,6.701,2.5854,-3.6485,-3.6469,-0.6171,-0.5955
6.6843,6.1359,7.4264,7.4458,-0.5517,-0.5831,7.25,6.701,2.236,-3.394,-3.3905,-0.5736,-0.5542
6.7238,6.1756,7.4668,7.4843,-0.5128,-0.5426,7.25,6.701,1.9338,-3.1573,-3.1521,-0.5332,-0.5157
6.7605,6.2126,7.5044,7.5201,-0.4767,-0.5048,7.25,6.701,1.6725,-2.937,-2.9304,-0.4956,-0.4799
6.7946,6.2469,7.5393,7.5534,-0.4432,-0.4697,7.25,6.701,1.4465,-2.7322,-2.7243,-0.4607,-0.4466
6.8264,6.2788,7.5717,7.5844,-0.4121,-0.4369,7.25,6.701,1.251,-2.5417,-2.5327,-0.4283,-0.4156
6.8559,6.3085,7.6019,7.6132,-0.3832,-0.4065,7.25,6.701,1.0819,-2.3645,-2.3545,-0.3981,-0.3868
6.8834,6.3362,7.6299,7.6401,-0.3563,-0.3781,7.25,6.701,0.9357,-2.1996,-2.1888,-0.3701,-0.3599
6.909,6.3618,7.656,7.6651,-0.3313,-0.3517,7.25,6.701,0.8092,-2.0463,-2.0348,-0.344,-0.3349
6.9327,6.3857,7.6802,7.6883,-0.3081,-0.3271,7.25,6.701,0.6999,-1.9036,-1.8916,-0.3198,-0.3117
6.9549,6.4079,7.7027,7.71,-0.2865,-0.3042,7.25,6.701,0.6053,-1.7709,-1.7585,-0.2973,-0.29
6.9754,6.4285,7.7236,7.7301,-0.2665,-0.2829,7.25,6.701,0.5235,-1.6475,-1.6348,-0.2764,-0.2699
6.9946,6.4477,7.7431,7.7489,-0.2478,-0.2631,7.25,6.701,0.4527,-1.5326,-1.5197,-0.2569,-0.2511
7.0124,6.4655,7.7612,7.7663,-0.2305,-0.2446,7.25,6.701,0.3915,-1.4258,-1.4127,-0.2388,-0.2337
7.0289,6.4821,7.778,7.7825,-0.2144,-0.2275,7.25,6.701,0.3386,-1.3264,-1.3133,-0.222,-0.2175
7.0443,6.4975,7.7936,7.7976,-0.1994,-0.2115,7.25,6.701,0.2929,-1.234,-1.2208,-0.2064,-0.2024
7.0587,6.5118,7.8082,7.8117,-0.1855,-0.1967,7.25,6.701,0.2533,-1.148,-1.1349,-0.1918,-0.1883
7.072,6.5251,7.8217,7.8248,-0.1725,-0.1829,7.25,6.701,0.2191,-1.068,-1.055,-0.1783,-0.1752
7.0844,6.5375,7.8342,7.8369,-0.1605,-0.17,7.25,6.701,0.1894,-0.9935,-0.9807,-0.1658,-0.1631
