-3.5,-5.0,-3.5,-5.0,-63.5,-20.0,56.5,15.0,5416.125,-96.0,-32.0,-63.5,-20.0
-1.905,-4.48,-0.7383,-5.6467,-59.5717,-21.8133,56.5,15.0,5090.2065,-93.448,-31.168,-60.7383,-20.6467
-0.3748,-3.9502,1.558,-5.1052,-56.8981,-20.0935,56.5,15.0,4784.9268,-90.9997,-30.3203,-58.442,-20.1052
1.1042,-3.446,3.4145,-4.4834,-55.438,-19.1065,56.5,15.0,4517.9253,-88.6333,-29.5137,-56.5855,-19.4834
2.5449,-2.9598,5.115,-3.8319,-53.855,-18.1532,56.5,15.0,4270.4712,-86.3282,-28.7358,-54.885,-18.8319
3.9467,-2.491,6.7017,-3.2139,-52.3744,-17.4429,56.5,15.0,4040.45,-84.0853,-27.9855,-53.2983,-18.2139
5.3113,-2.0367,8.2087,-2.6311,-50.9397,-16.8445,56.5,15.0,3825.0203,-81.9019,-27.2587,-51.7913,-17.6311
6.6397,-1.5956,9.6491,-2.0837,-49.5694,-16.3294,56.5,15.0,3622.7021,-79.7764,-26.553,-50.3509,-17.0837
7.9332,-1.1668,11.0322,-1.5674,-48.2555,-15.8664,56.5,15.0,3432.2424,-77.7069,-25.8669,-48.9678,-16.5674
9.1928,-0.7495,12.3643,-1.0786,-46.9928,-15.4403,56.5,15.0,3252.6548,-75.6915,-25.1992,-47.6357,-16.0786
10.4197,-0.3431,13.65,-0.6137,-45.7749,-15.0404,56.5,15.0,3083.103,-73.7285,-24.5489,-46.35,-15.6137
11.6147,0.0528,14.893,-0.1699,-44.5965,-14.6602,56.5,15.0,2922.8689,-71.8165,-23.9155,-45.107,-15.1699
12.7788,0.4386,16.0965,0.2552,-43.4535,-14.2952,56.5,15.0,2771.324,-69.9539,-23.2983,-43.9035,-14.7448
13.9129,0.8145,17.2624,0.6634,-42.3442,-13.9425,56.5,15.0,2627.9307,-68.1394,-22.6968,-42.7376,-14.3366
15.0177,1.1809,17.8748,1.0092,-42.8195,-13.7412,56.5,15.0,2514.5325,-66.3716,-22.1106,-42.1252,-13.9908
16.1096,1.5394,18.8365,1.3765,-41.3498,-13.3683,56.5,15.0,2390.0725,-64.6246,-21.5369,-41.1635,-13.6235
17.1694,1.8885,18.737,1.7342,-42.5129,-13.0468,56.5,15.0,2314.3569,-62.929,-20.9785,-41.263,-13.2658
18.2238,2.2287,19.7625,2.0835,-40.3511,-12.7254,56.5,15.0,2205.4434,-18.5379,-43.2513,-40.2375,-12.9165
18.8127,2.7885,19.716,2.7332,-41.5901,-11.9393,56.5,15.0,2160.6804,-4.7481,-76.7018,-40.284,-12.2668
19.2761,3.6749,19.0522,3.5659,-42.4179,-11.3026,56.5,15.0,2115.8035,-55.487,-27.0179,-40.9478,-11.4341
20.2551,4.0581,20.2038,3.7595,-39.8807,-11.2901,56.5,15.0,2001.933,-57.6475,-21.2421,-39.7962,-11.2405
21.2304,4.3834,21.2554,3.9973,-38.7728,-11.0457,56.5,15.0,1896.425,-56.4313,-16.9865,-38.7446,-11.0027
22.1824,4.6637,21.4219,4.1476,-39.2878,-10.9934,56.5,15.0,1830.6487,-54.9081,-16.538,-38.5781,-10.8524
23.1244,4.9391,22.4744,4.3924,-37.2864,-10.6884,56.5,15.0,1732.4667,-53.4009,-16.0975,-37.5256,-10.6076
24.0313,5.2069,23.2956,4.6168,-36.6247,-10.5196,56.5,15.0,1647.6107,-51.9499,-15.6689,-36.7044,-10.3832
24.917,5.4688,23.3073,4.7721,-37.2899,-10.4743,56.5,15.0,1596.1429,-50.5328,-15.2499,-36.6927,-10.2279
25.7953,5.726,24.3292,4.9882,-35.2211,-10.2325,56.5,15.0,1509.3506,-49.1276,-14.8383,-35.6708,-10.0118
26.6387,5.9768,25.2674,5.191,-34.3054,-10.0748,56.5,15.0,1430.124,-47.7697,-7.7437,-34.7326,-9.809
27.4595,6.1549,25.0619,5.421,-35.5266,-9.7684,56.5,15.0,1396.6276,-46.57,13.128,-34.9381,-9.579
28.2805,6.1213,26.0604,5.3588,-33.3104,-9.937,56.5,15.0,1324.8914,-45.1355,8.1674,-33.9396,-9.6412
29.0649,6.139,26.9876,5.4245,-32.425,-9.8087,56.5,15.0,1258.439,-43.8423,10.6695,-33.0124,-9.5755
29.8276,6.1304,27.8477,5.4984,-31.5078,-9.7034,56.5,15.0,1196.6296,-42.7708,9.3756,-32.1523,-9.5016
30.5704,6.1337,28.3446,5.8668,-31.3535,-9.0637,56.5,15.0,1146.1033,-41.363,9.7711,-31.6554,-9.1332
31.2975,6.1266,29.2394,5.8912,-30.0681,-9.3685,56.5,15.0,1088.1558,-40.4217,8.8227,-30.7606,-9.1088
32.0024,6.1321,30.0871,5.9511,-29.2787,-9.2836,56.5,15.0,1033.9045,-39.114,9.5644,-29.9129,-9.0489
32.6864,6.1293,30.9261,5.975,-28.428,-9.3135,56.5,15.0,982.5045,-38.1108,9.2821,-29.0739,-9.025
33.3518,6.1296,31.7336,6.0018,-27.6706,-9.2864,56.5,15.0,934.097,-37.1299,9.1721,-28.2664,-8.9982
33.9998,6.1307,32.5131,6.0293,-26.9454,-9.2538,56.5,15.0,888.4733,-35.8405,9.2707,-27.4869,-8.9707
34.6276,6.1306,33.2615,6.0585,-26.2564,-9.2092,56.5,15.0,845.6445,-34.995,9.4654,-26.7385,-8.9415
35.2401,6.128,33.986,6.0878,-25.589,-9.1623,56.5,15.0,805.1031,-34.1715,8.89,-26.014,-8.9122
35.8377,6.1307,34.6879,6.1251,-24.9403,-9.1063,56.5,15.0,766.7303,-33.0727,9.3847,-25.3121,-8.8749
36.4179,6.1279,35.3649,6.1568,-24.313,-9.0586,56.5,15.0,730.6124,-31.9943,8.8769,-24.6351,-8.8432
36.9809,6.1298,36.0201,6.1964,-23.7002,-8.9994,56.5,15.0,696.5262,-31.1213,9.2558,-23.9799,-8.8036
37.5292,6.1272,36.6569,6.234,-23.0993,-8.9381,56.5,15.0,664.2287,-30.3256,8.9819,-23.3431,-8.766
38.0634,6.1268,37.2771,6.2738,-22.5076,-8.8715,56.5,15.0,633.6019,-29.5295,8.9185,-22.7229,-8.7262
38.5838,6.1263,37.881,6.2779,-21.9279,-8.8686,56.5,15.0,604.8878,-28.7371,8.815,-22.119,-8.7221
39.0904,6.1268,38.4685,6.2842,-21.3621,-8.8193,56.5,15.0,577.4791,-28.8588,5.9461,-21.5315,-8.7158
39.5926,6.1556,39.0499,6.3312,-20.7991,-8.7085,56.5,15.0,550.2313,-29.3729,2.2005,-20.9501,-8.6688
40.0944,6.2206,39.626,6.4275,-20.2427,-8.5386,56.5,15.0,522.7124,-29.3418,-2.4474,-20.374,-8.5725
